verse_key,version_id,eng,local
GEN.9.11,4573,I will set up my covenant with you so that never again will all life be cut off by floodwaters. There will never again be a flood to destroy the earth.,"N biŋne la n nɔ-eŋnaa ne fo, ka kɔmpiiri daŋ koŋ la sãã nensaalba zaa ane a teŋɛ.”."
GEN.10.5,4573,"From these the island-nations were divided into their own countries, each according to their languages and their clans within their nations.","A bama zie la ka a noba yi a yaare be a mane noɔre tenne poore. A Gyafɛt pare boorɔ naŋ be a ba teŋɛ poɔ la a bama, kanzaa ne o kɔkɔre ane o yiri noba, a ba paaloŋ poɔ."
GEN.9.12,4573,"God said, This is the symbol of the covenant that I am drawing up between me and you and every living thing with you, on behalf of every future generation.","Naaŋmen da yelee la, “A nɔ-eŋnaa N naŋ eŋnɛ ne yɛ ane a bonvoba zaa naŋ be yɛ zie ane a nemboorɔ dɔge-tu-taa gɛrɛ yelwulaa la ŋa:."
GEN.10.6,4573,"Hams sons: Cush, Egypt, Put, and Canaan.","A Ham pare boorɔ la: Kus, Igyipiti, Put ane Keeina."
GEN.9.13,4573,I have placed my bow in the clouds; it will be the symbol of the covenant between me and the earth.,"N eŋ la a sagoŋgoŋ a saluoni poɔ, ka o na e yelwulaa kyaare ne a nɔ-eŋnaa naŋ be maa ne a andonɛɛ sogɔŋ."
GEN.10.7,4573,"Cushs sons: Seba, Havilah, Sabtah, Raamah, and Sabteca. Raamahs sons: Sheba and Dedan.","A Kus pare boorɔ la: Seba, Havila, Sabeta, Raamah ane Sabeteka. A Raamah pare boorɔ la: Sɛba ane Dedan."
GEN.12.1,4573,"The LORD said to Abram, Leave your land, your family, and your fathers household for the land that I will show you.","Naaŋmen da yeli ko la a Aboram, “Yi a fo teŋɛ ane a fo yideme ane a fo saa yiri poɔ gaa a teŋɛ N naŋ na wuli fo."
GEN.11.1,4573,All people on the earth had one language and the same words.,"A tendaa noba zaa da yele la kɔkɔ-yeni, ka a ba yelbie meŋ e yeni."
GEN.9.14,4573,When I bring clouds over the earth and the bow appears in the clouds.,Ka maa maŋ wa e ka saa ko a page a saluoni kyɛ ka a sagoŋgoŋ yi sãã a sagama poɔ.
GEN.14.1,4573,"While Amraphel was king of Shinar, Ellasars King Arioch, Elams King Chedorlaomer, and Goiims King Tidal.","A Sina teŋɛ Naa Amerafɛl naaloŋ saŋ, a Elasa Naa Areyɔk, a Elam Naa Kyɛdolama ane a Goyim Naa Tidal."
GEN.13.1,4573,"Abram went up from Egypt toward the arid southern plain with his wife, with everything he had, and with Lot.","A Aboram pãã da yi la a Igyipiti teŋɛ do gaa a Nɛgɛb, ona ane o pɔge ane boma na zaa o naŋ da taa. A Lɔt meŋ da tu o la gaa."
GEN.12.2,4573,"I will make of you a great nation and will bless you. I will make your name respected, and you will be a blessing.","N na e la ka fo yɛle a e paaloŋ kpoŋ. N na maale fo la, a e ka fo yuori yi, ka fo e maaloo ko noba."
GEN.10.8,4573,"Cush fathered Nimrod, the first great warrior on earth.",A Kus da la a Nemerɔd saa. A Nemerɔd da la neɛ naŋ da daŋ e zɔɔzɔɔ-gandaa a teŋɛzu.
GEN.11.2,4573,"When they traveled east, they found a valley in the land of Shinar and settled there.","Ba naŋ da iri yi a sapare seŋ gɛrɛ, ba da te nyɛ la zigbaŋgbalaa kaŋ a Sina paaloŋ poɔ, a da zeŋ a be."
GEN.9.15,4573,I will remember the covenant between me and you and every living being among all the creatures. Floodwaters will never again destroy all creatures.,N na leɛ-teɛre la a N nɔ-eŋnaa N naŋ eŋ ne yɛ ane a bonvoba zaa ka kɔmpiiri daŋ koŋ la sãã a bonvoba zaa.
GEN.14.2,4573,"declared war on Sodoms King Bera, Gomorrahs King Birsha, Admahs King Shinab, Zeboiims King Shemeber, and the king of Bela, that is, Zoar.","da yi la tammo ne a Sodom Naa Bɛra, a Gomora Naa Birisa, a Adima Naa Sinab, a Zɛboyim Naa Sɛmmɛba ane a Bɛla Naa Zowa."
GEN.15.1,4573,"After these events, the LORDs word came to Abram in a vision, Dont be afraid, Abram. I am your protector. Your reward will be very great.","A yɛlɛ ama puoriŋ, a DAANA yelbiri da wa la a Aboram zie o nyaabo poɔ, a yele, “Ta zoro dabeɛ̃, Aboram, maa la a fo guuro; a fo san-yɔɔ na waa la kpoŋ yaga.”."
GEN.13.2,4573,"Abram was very wealthy in livestock, silver, and gold.","A Aboram da waa la bondaana. O da taa la donne, salem-pelaa ane salema."
GEN.12.3,4573,"I will bless those who bless you, those who curse you I will curse; all the families of the earth will be blessed because of you.",N na maale la banaŋ naŋ maale fo kyɛ kaa-eŋ banaŋ naŋ kaa-eŋ fo. A fo zie ka a tendaa nemboorɔ zaa na tu nyɛ maaloo.”.
GEN.10.9,4573,"The LORD saw him as a great hunter, and so it is said, Like Nimrod, whom the LORD saw as a great hunter.","O da e la naŋkpãã-kpoŋ a DAANA zie; lɛnso ka ba da maŋ yeli, “Aŋa Nemerɔd naŋ da waa naŋkpãã-kpoŋ a DAANA zie.”."
GEN.9.16,4573,"The bow will be in the clouds, and upon seeing it I will remember the enduring covenant between God and every living being of all the earths creatures.","Ka a sagoŋgoŋ maŋ wa be a saluoni poɔ, N na maŋ nyɛ o la, a leɛ-teɛre a noɔre naŋ ba taa baaraa N naŋ eŋ ne a bonvoba zaa naŋ be a tendaa zu.”."
GEN.11.3,4573,"They said to each other, Come, lets make bricks and bake them hard. They used bricks for stones and asphalt for mortar.","Ba da yeli ko la taa, “Yɛ wa ka te ŋma tɛmbie a nyoɔ a velaa.” Ba da de la a tɛmbie ka a leɛre kubo zu kyɛ ka kootaare leɛre a tɛmbuuri ba naŋ de meɛrɛ ne zu."
GEN.16.1,4573,"Sarai, Abrams wife, had not been able to have children. Since she had an Egyptian servant named Hagar.",A Aboram pɔge Saarae da ba dɔge bie ko o. A Saarae da taa la Igyipiti gbaŋgba-pɔgesaraa kaŋ yuori naŋ di Heega.
GEN.15.2,4573,"But Abram said, LORD God, what can you possibly give me, since I still have no children? The head of my household is Eliezer, a man from Damascus.","Ka a Aboram da soore, “DAANA NAAŊMEN woi, boŋ ka fo na ko ma, N naŋ naŋ kyɛnɛ ba taa bie sɛre, ka a n yiri gbandire la Ɛleyaza naŋ yi Damaskus?”."
GEN.13.3,4573,"Abram traveled, making and breaking camp, from the arid southern plain to Bethel and to the sacred place there, where he had first pitched his tent between Bethel and Ai.","O da yi la a Nɛgɛb a tɛgrɛ zenɛ, a te ta Bɛtɛl, a wa te ta be a o sege naŋ da be a piiluu saŋ, a Bɛtɛl ane a Ai sogɔŋ."
GEN.14.3,4573,These latter kings formed an alliance in the Siddim Valley .,A namine bama zaa da laŋ la taa a Sidim Bafoɔlaa poɔ ba naŋ boɔlɔ Nyɛnnoo Mane.
GEN.10.10,4573,"The most important cities in his kingdom were Babel, Erech, Accad, and Calneh in the land of Shinar.","A o naaloŋ tenne piiluu da la Babɛl, Ɛrek, Akad ane Kalne. A tenne ama da be la a Sina paaloŋ poɔ."
GEN.12.4,4573,"Abram left just as the LORD told him, and Lot went with him. Now Abram was years old when he left Haran.","A Aboram pãã da gaaɛ la a seŋ lɛ a DAANA naŋ da yeli ko o, ka Lɔt da tu o gaa. A Aboram da nyɛ la yuomo lezaata ne pie ane anuu a saŋ o naŋ da wa yi a Haran teŋɛ poɔ."
GEN.9.17,4573,"God said to Noah, This is the symbol of the covenant that I have set up between me and all creatures on earth.","Naaŋmen da yeli ko la a Nowa, “A sagoŋgoŋ la a nɔ-eŋnaa yelwulaa naŋ be maa ne a bonvoba zaa sogɔŋ a teŋɛzu.”."
GEN.11.4,4573,"They said, Come, lets build for ourselves a city and a tower with its top in the sky, and lets make a name for ourselves so that we wont be dispersed over all the earth.","Ba pãã da yelee la, “Yɛ wa ka te mɛ teŋkpoŋ ko temenne; a mɛ kyoglokolo ka o do tɔ a saluoni a bɔ yuori ko temenne. Ka lɛ naane te na yaare be la a tendaa zaa zu.”."
GEN.16.2,4573,"Sarai said to Abram, The LORD has kept me from giving birth, so go to my servant. Maybe she will provide me with children. Abram did just as Sarai said.","A Saarae da yeli ko la a Aboram, “Fo nyɛɛ la ka a DAANA ba e ka N dɔge biiri, azuiŋ, N sɔrɔ fo la, kpɛ te laŋ ne a n gbaŋgba-pɔgesaraa sɛŋ poɔ, kaapɔge o na dɔge la biiri ko ma.” A Aboram da sage la a lɛ a Saarae naŋ da yeli."
GEN.15.3,4573,"He continued, Since you havent given me any children, the head of my household will be my heir.","A Aboram da la yelee la, “Fo naŋ ba ko ma biiri la so ka n gbaŋgbaa ba naŋ dɔge n yiri poɔ na e n boma gbandire.”."
GEN.13.4,4573,"that is, to the place at which he had earlier built the altar. There he worshipped in the LORDs name.",a zie na o naŋ da daŋ mɛ a Naaŋmen bagmaalkuuri. A be la ka a Aboram da boɔle a DAANA yuori.
GEN.14.4,4573,"For twelve years they had served Chedorlaomer, and in the thirteenth year they revolted.","Ba da be la a Kyɛdolama naaloŋ puliŋ yuomo pie ne ayi, kyɛ a yuomo pie ne ata poɔ ba da iri zɔɔrɔ ne o la."
GEN.10.11,4573,"Asshur left that land and built Nineveh, Rehoboth City, Calah.","A Nemerɔd da yi la a be a te kpɛ a Asiiriya paaloŋ, a da mɛ a Ninevɛ, Rehobɔt-ir, Kala ane."
GEN.12.5,4573,"Abram took his wife Sarai, his nephew Lot, all of their possessions, and those who became members of their household in Haran; and they set out for the land of Canaan. When they arrived in Canaan.","A Aboram da de la a o pɔge Saarae ane a o yɔɔ bidɔɔ, Lɔt, ane a boma zaa ba naŋ da taa ane a gbaŋgbaare ba naŋ da da a Haran teŋɛ poɔ, a yi gɛrɛ a Keeina teŋɛ. Ba naŋ da wa ta a Keeina teŋɛ."
GEN.9.18,4573,"Noahs sons Shem, Ham, and Japheth came out of the ark. Now Ham was Canaans father.","A Nowa bidɔbɔ naŋ da yi a gbori poɔ da la Sɛmm, Ham ane Gyafɛt. A Ham da la a Keeina saa."
GEN.11.5,4573,Then the LORD came down to see the city and the tower that the humans built.,A DAANA da sigi waɛ la ka O nyɛ a teŋkpoŋ ane a kyoglokolo a nensaalba naŋ da mɛ.
GEN.13.5,4573,"Now Lot, who traveled with Abram, also had flocks, cattle, and tents.","A Lɔt naŋ da tu a Aboram gaa, meŋ da taa la o meŋɛ peere ane nii ane o segre."
GEN.16.3,4573,"After Abram had lived ten years in the land of Canaan, Abrams wife Sarai took her Egyptian servant Hagar and gave her to her husband Abram as his wife.","A Aboram naŋ da wa kpɛ a Keeina teŋɛ poɔ yuomo pie puoriŋ, a o pɔge Saarae da de la a o gbaŋgba-pɔgesaraa Heega ko a o serɛ Aboram ka o e o pɔge."
GEN.15.4,4573,"The LORDs word came immediately to him, This man will not be your heir. Your heir will definitely be your very own biological child.","A DAANA da yeli ko o la, “A dɔɔ ŋa koŋ e a fo gbandire; a koŋ e neɛzaa, kyɛ a fo meŋɛ bidɔgraa la na e a fo gbandire.”."
GEN.14.5,4573,"In the fourteenth year, Chedorlaomer and the kings of his alliance came and attacked the Rephaim in Ashteroth-karnaim, the Zuzim in Ham, the Emim in Shaveh-kiriathaim.","A yuomo pie ne anaare poɔ a naa Kyɛdolama ane a namine banaŋ naŋ laŋ ne o da iri wa zɔɔtoɔ̃ la a Refayim noba a Aseterɔ-kanayim poɔ, a Zuzim noba a Ham poɔ, a Enim noba a Savɛ-kiriyatayim poɔ."
GEN.10.12,4573,"and Resen, the great city between Nineveh and Calah.",Resen tenne naŋ be a Ninevɛ ane a Kala teŋkpoŋ kpakyagaŋ.
GEN.12.6,4573,"Abram traveled through the land as far as the sacred place at Shechem, at the oak of Moreh. The Canaanites lived in the land at that time.","a Aboram da tu la a teŋɛ poɔ a tɔle gaa Sɛkɛm teŋɛ, a zisoŋ na zie ba naŋ da boɔlɔ Morɛ Teɛ. A saŋ na poɔ, a Keeina noba da kpeɛrɛ la a teŋɛ na poɔ."
GEN.9.19,4573,"These were Noahs three sons, and from them the whole earth was populated.",A Nowa bidɔbɔ da la a bama bata. Ba zie la ka a tendaa nemboorɔ zaa tu a wa bebe.
GEN.13.6,4573,They had so many possessions between them that the land couldnt support both of them. They could no longer live together.,"A zie da ba seŋ bon ka ba zaa na laŋ kpeɛrɛ, bonso, a ba nu boma da waa la yaga, ka ba da kontoɔ̃ laŋ zeŋ a be."
GEN.11.6,4573,"And the LORD said, There is now one people and they all have one language. This is what they have begun to do, and now all that they plan to do will be possible for them.","A DAANA da yelee la, “Nyɛ, ba e la nemboor-yeni, ka ba zaa taa kɔkɔ-yeni. A yɛlɛ ba naŋ na e piiluu yoŋ naŋ la ŋa. Ka ba naŋ boɔrɔ ka ba e yelzaa, bonzaa kyebe a na pigi ba sori."
GEN.15.5,4573,"Then he brought Abram outside and said, Look up at the sky and count the stars if you think you can count them. He continued, This is how many children you will have.","O da taa o la yi yeŋ poɔ a yeli ko o, “Gbole kaa a sazu kyɛ sɔre a ŋmarbie, ka fõõ na toɔ̃ sɔre a.” O pãã da yeli ko o la, “A ŋaa la ka a fo boorɔ noba na seŋ.”."
GEN.14.6,4573,and the Horites in the mountains of Seir as far as El-paran near the desert.,ane a Hoori noba naŋ be a Seeya taŋzu teŋɛ noba a te tɔ a Ɛl-paran wɛgyɛŋ noɔreŋ.
GEN.10.13,4573,"Egypt fathered Ludim, Anamim, Lehabim, Naphtuhim.","A Igyipiti da la Ludim, Anamim, Lehabim, Nafetuhim."
GEN.12.7,4573,"The LORD appeared to Abram and said, I give this land to your descendants, so Abram built an altar there to the LORD who appeared to him.","A DAANA da wa la a Aboram zie, a wa yeli ko o, “A fo biiri la ka N na tere a teŋɛ ŋa.” Lɛ la ka a Aboram da mɛ bagmaalkuuri a be ko a DAANA naŋ da de O meŋɛ wuli o."
GEN.16.4,4573,"He slept with Hagar, and she became pregnant. But when she realized that she was pregnant, she no longer respected her mistress.","A Aboram da baŋ la a Heega sɛŋ poɔ, ka o da taa poɔ. A Heega naŋ da wa nyɛ ka o taa la poɔ, o da maŋ erɛ la a o yidampɔge Saarae nimikpɛ yɛlɛ."
GEN.13.7,4573,Conflicts broke out between those herding Abrams livestock and those herding Lots livestock. At that time the Canaanites and the Perizzites lived in the land.,"Zɔɔre pãã da kpɛ la a Aboram doŋkyeenemɛ ane a Lɔt doŋkyeenemɛ kpakyagaŋ. A saŋ na poɔ, a Keeina ane a Pɛreze noba da kpeɛrɛ la a teŋɛ na poɔ."
GEN.9.20,4573,"Noah, a farmer, made a new start and planted a vineyard.",A Nowa da la koɔraa dɛndɛŋ naŋ da kɔ dããteere weɛ.
GEN.15.6,4573,"Abram trusted the LORD, and the LORD recognized Abrams high moral character.",A Aboram da sage de la a lɛ a DAANA naŋ da yeli ko o; ka a DAANA da de o ka o e nemmeŋɛ a o yeldeebo zuiŋ.
GEN.14.7,4573,"Then they turned back, came to En-mishpat , and attacked the territory of the Amalekites, as well as the Amorites who lived in Hazazon-tamar.","Ba pãã da leɛ la puori wa Ɛn-misipa ba naŋ da boɔlɔ Kadɛs, a zɔɔtoɔ̃ a Amalɛk teŋɛ noba zaa ane a Amɔre noba meŋ naŋ da kpeɛrɛ a Hazazon-tama."
GEN.11.7,4573,"Come, lets go down and mix up their language there so they wont understand each others language.",Yɛ wa ka te sigi te gyɛre a ba kɔkɔre ka ba ta la wono taa yelyelii.”.
GEN.12.8,4573,"From there he traveled toward the mountains east of Bethel, and pitched his tent with Bethel on the west and Ai on the east. There he built an altar to the LORD and worshipped in the LORDs name.","O da yi la a be gaa teŋɛ kaŋ naŋ be taŋzu, a Bɛtɛl sapare seŋ, a te ti o sege a be, ka Bɛtɛl be a saniŋe seŋ kyɛ ka Ai be a sapare seŋ. O da mɛ la bagmaalkuuri a be ko a DAANA, a boɔle a DAANA yuori."
GEN.10.14,4573,"Pathrusim, Casluhim, and Caphtorim, from which the Philistines came.","Paturosim, Kaseluhim ane Kafetorim saa. A Kafetorim boorɔ noba poɔ la ka a Filistan noba yi."
GEN.16.5,4573,"Sarai said to Abram, This harassment is your fault. I allowed you to embrace my servant, but when she realized she was pregnant, I lost her respect. Let the LORD decide who is right, you or me.","Lɛ la ka a Saarae da yeli ko Aboram, “Ka a nimikpɛ yɛlɛ ŋa a gbaŋgba-pɔgesaraa naŋ e ma do fo! Maa la e ka fo de fo gbɛre dɔgle a n gbaŋgba-pɔgesaraa zu, kyɛ o naŋ wa baŋ ka o taa la poɔ, o erɛ ma la nimikpɛ yɛlɛ. A DAANA la na wuli soba na deme naŋ ba kyebe!”."
GEN.13.8,4573,"Abram said to Lot, Lets not have disputes between me and you and between our herders since we are relatives.","Lɛ la ka a Aboram da yeli ko a Lɔt, “N sɔrɔ fo la, ta vɛŋ ka zɔɔre be maa ne fo kpakyagaŋ, a be a fo doŋkyeenemɛ ane n doŋkyeenemɛ kpakyagaŋ, bonso, te waa la yideme."
GEN.9.21,4573,"He drank some of the wine, became drunk, and took off his clothes in his tent.","O da nyu la a dãã mine a bugi, a gaŋ ne parkpoli o sege poɔ."
GEN.15.7,4573,"He said to Abram, I am the LORD, who brought you out of Ur of the Chaldeans to give you this land as your possession.","A DAANA pãã da yeli ko o la, “Maa la a DAANA naŋ da taa fo yi ne a Uur naŋ be a Kyaldiya paaloŋ poɔ a wa ko fo a teŋɛ ŋa ka o e fo soobo.”."
GEN.14.8,4573,"Then the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bera took up battle positions in the Siddim Valley.","Lɛ la ka a Sodom naa, a Gomora naa, a Adima naa, a Zɛboyim naa ane a Bɛla naa da yi a Sidim bafoɔlaa ka ba te zɔɔ."
GEN.12.9,4573,"Then Abram set out toward the arid southern plain, making and breaking camp as he went.","A Aboram da tu la a sori, a maŋ yi kyɛ gaa kyɛ, a tori a Nɛgɛb seŋ gɛrɛ."
GEN.11.8,4573,"Then the LORD dispersed them from there over all of the earth, and they stopped building the city.","A lɛ zuiŋ, a DAANA pãã da ŋmɛ ba la yaare a tendaa zaa zu, ka ba da bare a teŋkpoŋ meɛbo."
GEN.10.15,4573,"Canaan fathered Sidon his oldest son, and Heth.","A Keeina da dɔge la Sidɔn, o bidɔɔ-dɛŋ, kyɛ da dɔge Hɛf."
GEN.16.6,4573,"Abram said to Sarai, Since shes your servant, do whatever you wish to her. So Sarai treated her harshly, and she ran away from Sarai.","A Aboram da yeli ko la a Saarae, “Fõõ la so a fo gbaŋgba-pɔgesaraa faŋ; e o lɛ zaa fo naŋ boɔrɔ.” A Saarae da e o la nimikuo-yɛlɛ ka o da zo yi o zie."
GEN.13.9,4573,"Isnt the whole land in front of you? Lets separate. If you go north, I will go south; and if you go south, I will go north.","A teŋɛ zaa naane ŋa gaŋ a fo niŋeŋ be? Wɛle fo meŋɛ yi n zie. Ka fõõ wa de a gɔɔ seŋ, N na de la a doloŋ seŋ, ka fõõ wa de a doloŋ seŋ N na de la a gɔɔ seŋ.”."
GEN.9.22,4573,"Ham, Canaans father, saw his father naked and told his two brothers who were outside.","Keeina saa, Ham, da nyɛ la a o saa Nowa parkpoli a da yi te yeli ko a o yɔɔ mine bayi naŋ be a yeŋe poɔ."
GEN.15.8,4573,"But Abram said, LORD God, how do I know that I will actually possess it.","Ka a Aboram da yelsɔge, “N Daana NAAŊMEN woi, wola ka N na e baŋ ka a teŋɛ na e la n soobo?”."
GEN.14.9,4573,"against King Chedorlaomer of Elam, King Tidal of Goiim, King Amraphel of Shinar, and King Arioch of Ellasar, four kings against five.","ne a Elam Naa Kyɛdolama, a Goyim Naa Tidal, a Amerafɛl Naa Sina ane a Areyɔk Naa Elasa; namine banaare ane namine banuu la zɔɔrɔ taa."
GEN.12.10,4573,"When a famine struck the land, Abram went down toward Egypt to live as an immigrant since the famine was so severe in the land.","A saŋ na poɔ kɔŋ da le la a Keeina teŋɛ poɔ, ka a lɛ vɛŋ ka Aboram da sigi gaa a Igyipiti teŋɛ a na te zeŋ be, bonso, a kɔŋkpoŋ da waa la faa yaga a teŋɛ poɔ."
GEN.11.9,4573,"Therefore, it is named Babel, because there the LORD mixed up the language of all the earth; and from there the LORD dispersed them over all the earth.","A ŋaa zuiŋ, ba da boɔlɔ la a zie ka Babɛl, bonso, a be la ka a DAANA da gyɛre a tendaa zaa kɔkɔre. A be la ka a DAANA da ŋmɛ ba yaare a tendaa zaa zu."
GEN.10.16,4573,"the Jebusites, the Amorites, the Girgashites.","ane a Gyebusa noba, a Amɔre noba, a Girigas noba."
GEN.16.7,4573,"The LORDs messenger found Hagar at a spring in the desert, the spring on the road to Shur.","A DAANA maleke da nyɛ la a Heega kɔmbuli kaŋ zie naŋ be a Sɔɔl soriŋ, a wɛgyɛŋ poɔ."
GEN.13.10,4573,"Lot looked up and saw the entire Jordan Valley. All of it was well irrigated, like the garden of the LORD, like the land of Egypt, as far as Zoar .","A Lɔt da kaa gyeerɛɛ la a nyɛ ka a Gyɔɔdan bafoɔle zaa da taa la koɔ̃ a ziiri zaa aŋa a Edin gaadin a DAANA naŋ da maale, a waa ŋa a Igyipiti teŋɛ, a Zowa seŋ. A yeli ŋa da eɛɛ la sɛre kyɛ ka a DAANA da wa sãã a Sodom ane a Gomora tenne bare."
GEN.9.23,4573,"Shem and Japheth took a robe, threw it over their shoulders, walked backward, and covered their naked father without looking at him because they turned away.",Lɛ la ka Sɛmm ane a Gyafɛt da de kparoo pare ba bɔgre zu kyɛ noore puori kpɛ a sege poɔ a te page a ba saa pare. Ba naŋ da leɛ ba niŋe bare puori zuiŋ ba da ba nyɛ a ba saa parkpoli.
GEN.14.10,4573,"Now the Siddim Valley was filled with tar pits. When the kings of Sodom and Gomorrah retreated, they fell into them; and the rest fled to the mountains.","A Sidim Bafoɔlaa da paale ne la kootaare bulli yaga lɛ. A Sodom ane a Gomora namine ane ba noba naŋ da zoro, ba mine da le la a bulli poɔ kyɛ ka ba mine da zo do a tanne zuri."
GEN.15.9,4573,"He said, Bring me a three-year-old female calf, a three-year-old female goat, a three-year-old ram, a dove, and a young pigeon.","A DAANA da yeli ko o la, “Taa yuomo ata naasaraa, yuomo ata bosaraa, yuomo ata pedaa, ŋmanee ane naŋman-pɔle wa ne.”."
GEN.11.10,4573,"These are Shems descendants. When Shem was years old, he became the father of Arpachshad, two years after the flood.","A Sɛmm pare boorɔ noba la bama. A Sɛmm naŋ da wa nyɛ yuomo kɔɔ, a kɔmpiiri yuomo ayi puoriŋ, o da dɔge la Arepasad."
GEN.10.17,4573,"the Hivites, the Arkites, the Sinites.","a Hivi noba, a Arikat noba, a Sinit noba."
GEN.12.11,4573,"Just before he arrived in Egypt, he said to his wife Sarai, I know you are a good-looking woman.","O naŋ da wa te tara a Igyipiti teŋɛ poɔ, o da yeli ko la a o pɔge Saarae, “N baŋ la velaa ka fo waa la pɔge naŋ veɛlɛ ne kaabo."
GEN.16.8,4573,"and said, Hagar! Sarais servant! Where did you come from and where are you going? She said, From Sarai my mistress. Im running away.","A maleke da soore o la, “Heega, Saarae gbaŋgba-pɔgesaraa, yeŋ ka fo yi waana, a wa gɛrɛ yeŋ?” Ka o da yeli, “N zoro yire la n yidampɔge Saarae zie.”."
GEN.13.11,4573,"So Lot chose for himself the entire Jordan Valley. Lot set out toward the east, and they separated from each other.","Lɛ la ka a Lɔt da kaa-iri a Gyɔɔdan zigbaŋgbale seŋ zaa, a da gaa a sapare seŋ. Ba pãã da wɛllɛɛ la a bare taa."
GEN.14.11,4573,"They took everything from Sodom and Gomorrah, including its food supplies, and left.",A dɔndɔma da ŋma la a Sodom ane a Gomora boma zaa ane ba bondirii zaa gaa ne.
GEN.15.10,4573,"He took all of these animals, split them in half, and laid the halves facing each other, but he didnt split the birds.","A Aboram da taa la a donne ŋa zaa wa ne a wa nyɔge a ŋmaare ziiri ayi ayi, a maŋ de a bon-ŋmaa kanzaa pare o tɔ zu; kyɛ o da ba ŋmaare a ŋmanee ane a naŋman-pɔle."
GEN.10.18,4573,"the Arvadites, the Zemarites, and the Hamathites. After this the Canaanite clans were dispersed.","a Arivadat noba, a Zɛmarat ane a Hammat noba. A lɛ puoriŋ, a Keeina boorɔ noba da yaare la a ziiri zaa."
GEN.12.12,4573,"When the Egyptians see you, they will say, This is his wife, and they will kill me but let you live.","Ka a Igyipiti noba wa nyɛ fo, ba na yeli la, ‘Ahãã, a o pɔge la’. Ba pãã na ko ma la; kyɛ fõõ eŋ, ba na bare fo la!."
GEN.11.11,4573,"After Arpachshad was born, Shem lived years; he had other sons and daughters.","A Arepasad dɔgebo puoriŋ, a Sɛmm da nyɛ la yuomo kɔɔraanuu. O da la dɔge la bidɔbɔ ane pɔgeyaare mine meŋ poɔ."
GEN.9.24,4573,"When Noah woke up from his wine, he discovered what his youngest son had done to him.","A dãã naŋ da wa yi a Nowa niŋe, ka o da wa baŋ lɛ a o bidɔɔ-bile soba naŋ e o."
GEN.16.9,4573,"The LORDs messenger said to her, Go back to your mistress. Put up with her harsh treatment of you.","A DAANA maleke da yeli ko o la, “Leɛ gaa a fo yidampɔge zie, a te sigri fo meŋɛ ko o.”."
GEN.13.12,4573,"Abram settled in the land of Canaan, and Lot settled near the cities of the valley and pitched his tent close to Sodom.",A Aboram da zeŋ la a Keeina teŋɛ poɔ kyɛ ka a Lɔt da te zeŋ a teŋkponni naŋ da be a Zigbaŋgbale poɔ. O da te ti la o sege peɛle a Sodom teŋɛ noɔreŋ.
GEN.14.12,4573,"They also took Lot, Abrams nephew who lived in Sodom, and everything he owned, and took off.","Ba da taa la a Lɔt, a Aboram yɔɔ bidɔɔ naŋ da kpeɛrɛ a Sodom teŋɛ poɔ ane o boma meŋ gaa ne."
GEN.15.11,4573,"When vultures swooped down on the carcasses, Abram waved them off.","Gyugmoane Galeŋgaare naŋ da sigi wa dɔɔ a bonkuuni zu, a Aboram da digi a la bare."
GEN.10.19,4573,"The Canaanite boundary extends from Sidon by way of Gerar to Gaza and by way of Sodom, Gomorrah, Admah, and Zeboiim to Lasha.","A Keeina teŋɛ deme da yɛllɛɛ la a te ta a Sidɔn teŋɛ, a tori a Gɛra teŋɛ a te gaa Gaza, ane a Sodom lambori te gaa Gomora, Adima ane Zɛboyim a te tɔ Lasa."
GEN.12.13,4573,"So tell them you are my sister so that they will treat me well for your sake, and I will survive because of you.","Azuiŋ, N sɔrɔ fo la, yeli ko ba ka fo waa la n yɔɔpuulee, ka ba bare ma ka N voorɔ, kyɛ taa ma velaa a fo zuiŋ.”."
GEN.11.12,4573,"When Arpachshad was years old, he became the father of Shelah.",A Arepasad naŋ da wa nyɛ yuomo lezare ne pie ane anuu o da dɔge la Sela.
GEN.9.25,4573,"He said, Cursed be Canaan: the lowest servant he will be for his brothers.",o da yelee la: “N kaa-eŋ la Keeina; o na e la gbaŋgbaare zaa poɔ gbaŋgbaa a o yɔɔ mine zie.”.
GEN.16.10,4573,"The LORDs messenger also said to her, I will give you many children, so many they cant be counted.","A DAANA maleke da la yeli ko o la, “N na e la ka fo boorɔ yɛle yaga zaa, a ba taa sɔroo.”."
GEN.13.13,4573,The citizens of Sodom were very evil and sinful against the LORD.,"A Sodom noba da waa la yelfa-erebɛ, a erɛ yelbe-kponni saana a DAANA poɔ."
GEN.14.13,4573,"When a survivor arrived, he told Abram the Hebrew, who lived near the oaks of the Amorite Mamre, who was the brother of Eshcol and Aner, Abrams treaty partners.","Neɛ kaŋ naŋ da zo kyeɛ yi a zɔɔre zie, da wa yeli ko la a Aboram naŋ da waa Hiburu neɛ. Aboram da kpeɛrɛ peɛle la Mamere naŋ waa Amɔre neɛ teere weɛ poɔ. A Mamere yɔɔmine da la Eskol ane Anɛ. Ba bata ne Aboram da e la zɔɔzɔɔ-bamine."
